Bölge;m² (Brüt);Oda Sayısı;Fiyat;Mahalle
Sisli;70;1+1;4.800.000 TL;"Okmeydanı
Halil Rıfat Paşa Mh."
Sisli;175;4+1;11.750.000 TL;Fulya
Sisli;200;4+1;45.000.000 TL;Harbiye
Sisli;181;3+1;20.900.000 TL;"Şişli
Merkez Mah."
Sisli;115;3+1;4.990.000 TL;Esentepe
Sisli;74;1+1;6.150.000 TL;"Duatepe
Paşa Mh."
Sisli;160;5+1;5.100.000 TL;"Harbiye
İnönü Mh."
Sisli;125;3+1;5.750.000 TL;Bozkurt
Sisli;95;1+1;13.250.000 TL;Fulya
Sisli;250;4+1;26.000.000 TL;Bozkurt
Sisli;110;1+1;12.000.000 TL;"Harbiye
İnönü Mh."
Sisli;70;1+1;6.660.000 TL;"Mecidiyeköy
Mecidiyeköy Mh."
Sisli;125;2+1;8.750.000 TL;"Meşrutiyet
Meşrutiyet Mh."
Sisli;80;2+1;2.250.000 TL;Bozkurt
Sisli;60;1+1;5.450.000 TL;"Mecidiyeköy
Mecidiyeköy Mh."
Sisli;100;2+1;6.850.000 TL;"Şişli
Merkez Mah."
Sisli;110;1+1;11.950.000 TL;Fulya
Sisli;90;2+1;4.500.000 TL;"Mecidiyeköy
Mecidiyeköy Mh."
Sisli;105;1+1;10.000.000 TL;Fulya
Sisli;100;2+0;6.850.000 TL;"Meşrutiyet
Meşrutiyet Mh."
Sisli;85;2+1;3.250.000 TL;"Feriköy
Feriköy Mh."
Sisli;74;1+1;12.000.000 TL;"Şişli
Merkez Mah."
Sisli;250;5+1;70.000.000 TL;"Teşvikiye
Teşvikiye Mh."
Sisli;140;2+1;20.000.000 TL;Esentepe
Sisli;25;Stüdyo (1+0);700.000 TL;"Mecidiyeköy
Mecidiyeköy Mh."
Sisli;95;2+1;4.750.000 TL;Fulya
Sisli;450;3+2;44.000.000 TL;"Şişli
Merkez Mah."
Sisli;110;2+1;12.500.000 TL;"Teşvikiye
Teşvikiye Mh."
Sisli;50;1+1;1.945.000 TL;"Gülbahar
Gülbahar Mh."
Sisli;130;2+1;2.850.000 TL;"Gülbahar
Gülbahar Mh."
Sisli;;;;
Sisli;67;2+1;4.500.000 TL;"Meşrutiyet
Meşrutiyet Mh."
Sisli;110;3+1;5.500.000 TL;"Şişli
Merkez Mah."
Sisli;150;3+1;2.200.000 TL;"Okmeydanı
Mahmut Şevket Paşa Mh."
Sisli;135;2+1;42.500.000 TL;Harbiye
Tuzla;190;5+2;7.250.000 TL;"İçmeler
Aydıntepe Mh."
Tuzla;140;2+1;4.850.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;125;3+1;11.000.000 TL;Postane
Tuzla;85;2+1;5.900.000 TL;"Merkez
Cami Mah."
Tuzla;170;3+1;5.950.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;116;3+1;5.000.000 TL;"Tersaneler
Yayla Mah."
Tuzla;95;2+1;3.650.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;120;3+1;4.350.000 TL;"İçmeler
İçmeler Mh."
Tuzla;85;2+1;3.250.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;130;3+1;6.950.000 TL;Postane
Tuzla;120;2+1;4.950.000 TL;Postane
Tuzla;108;2+1;6.050.000 TL;"İçmeler
Aydıntepe Mh."
Tuzla;125;3+1;5.250.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;133;2+1;4.585.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;120;3+1;7.150.000 TL;"İstasyon
İstasyon Mh."
Tuzla;85;2+1;4.250.000 TL;"Tersaneler
Yayla Mah."
Tuzla;125;3.5+1;7.800.000 TL;Postane
Tuzla;304;6+2;16.950.000 TL;Postane
Tuzla;105;3+1;6.200.000 TL;"İstasyon
İstasyon Mh."
Tuzla;140;3.5+1;8.100.000 TL;Postane
Tuzla;75;2+1;2.820.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;83;2+1;3.099.000 TL;"Mimarsinan
Mimar Sinan Mah."
Tuzla;110;3+1;5.250.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;80;2+1;4.550.000 TL;"İçmeler
İçmeler Mh."
Tuzla;110;3+1;4.525.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;89;2+1;3.350.000 TL;"Mimarsinan
Mimar Sinan Mah."
Tuzla;125;2+1;2.620.000 TL;"İçmeler
İçmeler Mh."
Tuzla;120;2+1;4.750.000 TL;"Tersaneler
Evliya Çelebi Mh."
Tuzla;76;2+1;3.980.000 TL;"Tersaneler
Evliya Çelebi Mh."
Tuzla;90;2+1;3.500.000 TL;"İçmeler
İçmeler Mh."
Tuzla;125;3+1;5.100.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;85;2+1;5.550.000 TL;"Tersaneler
Evliya Çelebi Mh."
Tuzla;110;2+1;3.750.000 TL;"Orhanlı
Mescit Mah."
Tuzla;95;2+1;3.550.000 TL;"Mimarsinan
Mimar Sinan Mah."
Tuzla;130;3+1;2.150.000 TL;"Mimarsinan
Mimar Sinan Mah."
Tuzla;100;2+1;6.250.000 TL;"Tersaneler
Yayla Mah."
Tuzla;290;4+2;10.000.000 TL;"Tersaneler
Evliya Çelebi Mh."
Tuzla;90;2+1;3.750.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;90;2+1;4.190.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;138;3+1;6.850.000 TL;"İçmeler
Aydıntepe Mh."
Tuzla;;;;
Tuzla;75;2+1;3.550.000 TL;"Tersaneler
Yayla Mah."
Tuzla;115;3+1;4.250.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;90;2+1;5.000.000 TL;"İstasyon
İstasyon Mh."
Tuzla;150;3+1;11.499.000 TL;Postane
Tuzla;80;2+1;3.329.000 TL;"Aydınlı
Aydınlı Mh."
Tuzla;120;3+1;5.750.000 TL;"Tersaneler
Evliya Çelebi Mh."
Tuzla;120;2+1;5.250.000 TL;Postane
Tuzla;240;4+2;7.000.000 TL;"Tersaneler
Yayla Mah."
Tuzla;110;2+1;5.500.000 TL;"Tersaneler
Yayla Mah."
Tuzla;180;4+1;4.750.000 TL;"İçmeler
Aydıntepe Mh."
Umraniye;85;2+1;6.225.000 TL;"Çakmak
Site Mah."
Umraniye;95;2+1;3.985.000 TL;"Çakmak
Armağanevler Mh."
Umraniye;95;2+1;3.299.000 TL;"Aşağıdudullu
Adem Yavuz Mah."
Umraniye;120;3+1;4.750.000 TL;"Merkez
İnkılap Mh."
Umraniye;90;2+1;4.950.000 TL;"Çakmak
Çamlık Mh."
Umraniye;85;2+1;3.500.000 TL;"Aşağıdudullu
Adem Yavuz Mah."
Umraniye;117;3+1;8.200.000 TL;"Esenşehir
Esenşehir Mh."
Umraniye;167;3+1;16.750.000 TL;"Merkez
Yamanevler Mh."
Umraniye;65;2+1;2.950.000 TL;"Merkez
Namık Kemal Mh."
Umraniye;200;4+1;11.700.000 TL;"Merkez
Yamanevler Mh."
Umraniye;100;3+1;4.750.000 TL;"Şerifali
Mehmet Akif Mah."
Umraniye;87;2+1;7.000.000 TL;"Esenşehir
Necip Fazıl Mh."
Umraniye;95;2+1;4.720.000 TL;"Şerifali
Mehmet Akif Mah."
Umraniye;75;2+1;3.790.000 TL;"Atakent
İstiklal Mh."
Umraniye;138;3+1;11.500.000 TL;"Çakmak
Site Mah."
Umraniye;90;2+1;2.995.000 TL;"Atakent
İstiklal Mh."
Umraniye;75;2+1;3.150.000 TL;"Çakmak
Armağanevler Mh."
Umraniye;140;3+1;7.500.000 TL;"Çakmak
Armağanevler Mh."
Umraniye;138;3+1;9.600.000 TL;"Esenşehir
Necip Fazıl Mh."
Umraniye;200;3+1;16.950.000 TL;"Çakmak
Saray Mah."
Umraniye;500;7+3;72.750.000 TL;"Merkez
Fatih Sultan Mehmet Mah."
Umraniye;;;;
Umraniye;114;2+1;4.649.000 TL;"Esenşehir
Madenler Mah."
Umraniye;90;2+1;4.190.000 TL;"Esenşehir
Necip Fazıl Mh."
Umraniye;200;5+1;10.500.000 TL;"Şerifali
Şerifali Mh."
Umraniye;125;3+1;5.950.000 TL;"Şerifali
Tatlısu Mh."
Umraniye;120;2+1;5.250.000 TL;"Şerifali
Mehmet Akif Mah."
Umraniye;75;2+1;4.700.000 TL;"Atatürk
Tantavi Mah."
Umraniye;100;2+1;3.850.000 TL;"Atakent
İstiklal Mh."
Umraniye;65;1+1;4.100.000 TL;"Yukarıdudullu
Yukarı Dudullu Mh."
Umraniye;85;2+1;2.050.000 TL;"Atakent
İstiklal Mh."
Umraniye;55;1+1;3.300.000 TL;"Merkez
Namık Kemal Mh."
Umraniye;80;2+1;4.000.000 TL;"Aşağıdudullu
Cemil Meriç Mh."
Umraniye;85;2+1;4.800.000 TL;"Çakmak
Armağanevler Mh."
Umraniye;145;3+1;5.600.000 TL;"Şerifali
Tatlısu Mh."
Umraniye;75;2+1;4.245.000 TL;"Çakmak
Çamlık Mh."
Umraniye;140;4+1;3.875.000 TL;"Tepeüstü
Tepeüstü Mh."
Umraniye;175;5+2;7.750.000 TL;"Çakmak
Armağanevler Mh."
Umraniye;95;2+1;4.500.000 TL;"Aşağıdudullu
Cemil Meriç Mh."
Umraniye;85;2+1;5.000.000 TL;"Yukarıdudullu
Yukarı Dudullu Mh."
Umraniye;130;3+1;4.850.000 TL;"Çakmak
Çakmak Mh."
Umraniye;125;3+1;5.200.000 TL;"Şerifali
Mehmet Akif Mah."
Umraniye;75;1+1;4.050.000 TL;"Yukarıdudullu
Altınşehir Mh."
Umraniye;70;1+1;2.750.000 TL;"Çakmak
Çakmak Mh."
Umraniye;107;2+1;6.250.000 TL;Atakent
Umraniye;120;3+1;4.650.000 TL;"Yukarıdudullu
Altınşehir Mh."
Umraniye;381;5+1;19.750.000 TL;"Aşağıdudullu
Parseller Mah."
Umraniye;110;2+1;2.900.000 TL;"Çakmak
Çamlık Mh."
Umraniye;250;5+2;9.900.000 TL;"Merkez
Yamanevler Mh."
Umraniye;220;5+2;11.600.000 TL;"Merkez
Namık Kemal Mh."
Umraniye;95;2+1;8.950.000 TL;"Esenşehir
Necip Fazıl Mh."
Uskudar;90;2+1;11.250.000 TL;"Merkez
Mimar Sinan Mh."
Uskudar;143;3+1;13.500.000 TL;"Kandilli
Küçüksu Mh."
Uskudar;125;2+1;12.500.000 TL;Ferah
Uskudar;273;3+1;25.650.000 TL;"Beylerbeyi
Burhaniye Mah."
Uskudar;65;2+1;4.400.000 TL;Bulgurlu
Uskudar;160;3.5+1;12.500.000 TL;"Bağlarbaşı
Valide-i Atik Mh."
Uskudar;110;3+1;4.700.000 TL;Bulgurlu
Uskudar;135;3+1;16.500.000 TL;"Çengelköy
Çengelköy Mh."
Uskudar;155;3+1;20.725.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;135;3+1;4.650.000 TL;Bulgurlu
Uskudar;150;4+2;7.500.000 TL;Bulgurlu
Uskudar;135;3+1;6.500.000 TL;Selimiye
Uskudar;135;3+1;7.900.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;60;1+1;2.200.000 TL;"Ünalan
Ünalan Mh."
Uskudar;182;3+1;33.000.000 TL;"Çamlıca
Küçük Çamlıca Mh."
Uskudar;200;4+1;34.750.000 TL;"Beylerbeyi
Burhaniye Mah."
Uskudar;240;3+1;12.650.000 TL;"Bahçelievler
Bahçelievler Mh."
Uskudar;100;2+1;4.400.000 TL;"Ünalan
Ünalan Mh."
Uskudar;165;3+1;15.450.000 TL;"Altunizade
Barbaros Mah."
Uskudar;145;3+1;6.150.000 TL;Bulgurlu
Uskudar;152;2+1;22.000.000 TL;"Ünalan
Ünalan Mh."
Uskudar;146;3+1;16.900.000 TL;"Kandilli
Küçüksu Mh."
Uskudar;145;3+1;9.500.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;145;3+1;19.200.000 TL;"Bağlarbaşı
İcadiye Mh."
Uskudar;160;4+1;12.500.000 TL;"Beylerbeyi
Burhaniye Mah."
Uskudar;110;3+1;23.000.000 TL;Selimiye
Uskudar;171;4+1;24.400.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;120;3+1;14.000.000 TL;"Kandilli
Küçüksu Mh."
Uskudar;224;4+1;25.000.000 TL;"Bahçelievler
Bahçelievler Mh."
Uskudar;350;5+2;30.000.000 TL;Selimiye
Uskudar;270;4+2;24.000.000 TL;"Çengelköy
Güzeltepe Mh."
Uskudar;129;3+1;13.000.000 TL;"Çengelköy
Güzeltepe Mh."
Uskudar;200;4+1;20.000.000 TL;"Beylerbeyi
Burhaniye Mah."
Uskudar;180;5+1;13.000.000 TL;Altunizade
Uskudar;125;3+1;21.000.000 TL;Altunizade
Uskudar;90;2+1;2.900.000 TL;"Bağlarbaşı
Selami Ali Mah."
Uskudar;140;3+1;11.249.000 TL;"Bağlarbaşı
İcadiye Mh."
Uskudar;105;3+1;10.500.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;80;2+1;4.000.000 TL;"Bağlarbaşı
İcadiye Mh."
Uskudar;195;4+1;22.450.000 TL;"Acıbadem
Acıbadem Mh."
Uskudar;100;3+1;6.350.000 TL;"Merkez
Salacak Mah."
Uskudar;185;4+1;17.750.000 TL;"Çengelköy
Güzeltepe Mh."
Uskudar;90;2+1;4.800.000 TL;"Bağlarbaşı
İcadiye Mh."
Uskudar;350;5+1;55.680.000 TL;"Çengelköy
Mehmet Akif Ersoy Mah."
Uskudar;180;5+2;13.245.000 TL;"Bağlarbaşı
İcadiye Mh."
Uskudar;100;2+1;4.500.000 TL;"Bağlarbaşı
Murat Reis Mah."
Uskudar;75;2+1;3.600.000 TL;"Çengelköy
Güzeltepe Mh."
Uskudar;130;3+1;8.800.000 TL;"Altunizade
Barbaros Mah."
Uskudar;80;2+1;2.400.000 TL;"Merkez
Zeynep Kamil Mah."
Uskudar;90;2+1;6.650.000 TL;Ferah
Zeytinburnu;227;3+1;56.000.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;135;2+1;15.300.000 TL;Maltepe
Zeytinburnu;130;3+1;3.200.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;114;2+1;14.500.000 TL;Merkezefendi
Zeytinburnu;65;1+1;12.100.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;70;1+1;2.200.000 TL;"Çırpıcı
Nuripaşa Mh."
Zeytinburnu;120;3+1;6.375.000 TL;Merkezefendi
Zeytinburnu;135;4+1;4.600.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;86;2+1;7.500.000 TL;Maltepe
Zeytinburnu;230;3+1;49.500.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;92;1+1;14.000.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;150;2+2;3.450.000 TL;"Çırpıcı
Nuripaşa Mh."
Zeytinburnu;115;3+1;6.300.000 TL;"Çırpıcı
Çırpıcı Mh."
Zeytinburnu;80;2+1;4.000.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;119;2+1;6.950.000 TL;Maltepe
Zeytinburnu;145;3+1;4.200.000 TL;"Çırpıcı
Yeşiltepe Mh."
Zeytinburnu;135;4+1;4.600.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;150;3+1;11.250.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;95;2+1;3.650.000 TL;"Çırpıcı
Veliefendi Mah."
Zeytinburnu;120;3+1;3.000.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;174;3+1;34.500.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;125;3+1;4.500.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;145;3+1;6.975.000 TL;"Beştelsiz
Telsiz Mah."
Zeytinburnu;150;3+1;11.500.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;95;2+1;1.900.000 TL;"Merkezefendi
Seyitnizam Mah."
Zeytinburnu;100;2+1;1.550.000 TL;"Çırpıcı
Çırpıcı Mh."
Zeytinburnu;90;2+1;5.350.000 TL;"Çırpıcı
Nuripaşa Mh."
Zeytinburnu;125;2+1;16.500.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;100;2+1;2.750.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;180;5+1;4.500.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;110;2+1;4.500.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;60;1+1;3.150.000 TL;"Çırpıcı
Veliefendi Mah."
Zeytinburnu;85;2+1;4.500.000 TL;"Çırpıcı
Çırpıcı Mh."
Zeytinburnu;90;2+1;2.250.000 TL;"Çırpıcı
Yeşiltepe Mh."
Zeytinburnu;183;3+1;12.500.000 TL;Maltepe
Zeytinburnu;76;1+1;5.250.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;113;2+1;7.500.000 TL;Maltepe
Zeytinburnu;213;4+1;25.000.000 TL;Merkezefendi
Zeytinburnu;92;1+1;13.400.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;85;2+1;2.700.000 TL;"Beştelsiz
Beştelsiz Mh."
Zeytinburnu;85;2+1;2.600.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;75;1+1;2.000.000 TL;Merkezefendi
Zeytinburnu;180;4+2;7.500.000 TL;"Beştelsiz
Gökalp Mh."
Zeytinburnu;125;3+1;6.700.000 TL;"Beştelsiz
Gökalp Mh."
Zeytinburnu;80;2+1;2.500.000 TL;"Beştelsiz
Telsiz Mah."
Zeytinburnu;180;5+1;5.750.000 TL;"Beştelsiz
Beştelsiz Mh."
Zeytinburnu;105;3+1;6.800.000 TL;"Beştelsiz
Beştelsiz Mh."
Zeytinburnu;60;2+1;3.100.000 TL;"Çırpıcı
Sümer Mh."
Zeytinburnu;157;3.5+1;27.950.000 TL;"Beştelsiz
Kazlıçeşme Mh."
Zeytinburnu;80;2+1;4.500.000 TL;"Çırpıcı
Yeşiltepe Mh."
